283.46,283.22
283.48,283.28
283.54,283.31
283.56,283.33
283.63,283.50
283.63,283.51
283.66,283.53
283.66,
283.69,
283.72,
283.78,
283.80,
283.83,
283.86,
283.90,
283.93,
284.22,
284.29,
284.31,
284.42,
284.42,
284.52,
284.63,
284.70,
