27.014,27.098,27.082,27.092,27.244
27.125,27.112,27.082,27.105,27.359
27.137,27.128,27.082,27.105,
27.163,27.14,27.094,27.114,
27.172,27.151,27.105,27.115,
27.192,27.194,27.112,27.136,
27.201,,27.118,27.136,
27.209,,27.124,27.146,
27.273,,27.146,,
27.29,,27.149,,
27.31,,27.18,,
,,27.191,,
,,27.2,,
