92.04,92.15,92.02,91.69,91.23,90.21,89.58
92.1,92.22,92.04,91.76,91.23,90.57,89.63
92.13,92.29,92.06,91.84,91.25,90.58,89.76
92.3,92.32,92.09,91.92,91.38,90.64,89.79
92.44,92.46,92.12,91.98,91.39,90.66,89.86
92.6,92.76,92.12,92.02,91.44,90.68,
,,92.14,,,90.82,
,,92.21,,,,
