48.432,48.325,48.24,48.207,48.169,48.158,48.105,48.12,48.098,48.093,48.101,47.987,47.732,47.698
48.467,48.328,48.247,48.21,48.199,48.164,48.119,48.129,48.128,48.109,48.119,48.004,47.785,47.723
48.472,48.345,48.288,48.228,48.205,48.187,48.135,48.132,48.134,48.126,48.124,48.03,47.792,47.725
48.479,48.347,48.297,48.235,48.207,48.196,48.144,48.15,48.151,48.13,48.132,48.078,47.808,47.73
48.567,48.357,48.315,48.235,48.223,48.212,48.168,48.176,48.156,48.152,48.144,48.08,47.82,47.743
,48.362,48.321,48.251,48.224,48.256,48.194,48.185,48.159,48.155,48.148,,,47.952
