283.67,283.16,283.34,282.97
283.67,283.17,283.36,283.17
283.679,283.18,283.37,283.2
283.69,283.27,283.4,283.23
283.733,283.44,283.43,283.4
283.734,283.46,,283.42
283.77,283.52,,283.52
,283.53,,
