283.2,283.16,283.34,282.97
283.67,283.17,283.36,283.17
283.67,283.18,283.37,283.2
283.679,283.27,283.4,283.23
283.69,283.44,283.43,283.4
283.733,283.46,,283.42
283.734,283.52,,283.52
283.77,283.53,,283.87
284.189,,,283.98
284.573,,,
