92.8,93.2,92.5,90.4,91,88,90.1,88.3,85.8,88.6,89.9
93.1,93.5,92.7,91.5,91.1,88.8,90.3,88.9,89.2,89.4,90.6
93.1,93.8,92.8,91.7,91.1,89.1,90.8,89.3,89.3,89.5,90.8
93.2,,92.9,91.7,92.3,89.2,91,91,89.5,90.6,91.2
,,,91.8,,,,,90,91.1,91.8
