0.6195,0.605
0.6209,0.608
0.6225,0.621
0.6246,0.6273
0.6248,0.6281
0.625,0.6291
0.6253,0.633
0.6262,0.635
0.6272,0.636
0.628,0.638
0.6294,0.638
0.6305,0.639
0.6344,0.645
,0.654
,0.657
