283.46,283.22
283.48,283.28
283.54,283.31
283.56,283.33
283.63,283.5
283.63,283.51
283.66,283.53
283.66,
283.69,
283.72,
283.78,
283.8,
283.83,
283.86,
283.9,
283.93,
